soc_code,pct_tasks_automation,pct_tasks_augmentation,diff_extensive,mean_automation,mean_augmentation,diff_intensive,occupation,two_digit_soc_code,total_employment,median_wage,educationcode,degfield_1,degree_share_1,degfield_2,degree_share_2,degfield_3,degree_share_3,related_soc_code_1,relatedness_score_1,related_soc_code_2,relatedness_score_2,related_soc_code_3,relatedness_score_3,ranking
"51-9022",0,0,0,0,0,0,"Grinding and Polishing Workers, Hand","Production",11850,41690,"No formal education","business",.1878682,"social sciences",.1154275,"biology and life sciences",.0929788,"51-4033",3.919991,"51-4194",3.751741,"51-7042",3.650993,100
"51-9023",0,0,0,0,0,0,"Mixing and Blending Machine Setters, Operators, and Tenders","Production",100840,47680,"HS diploma or equivalent","business",.1878682,"social sciences",.1154275,"biology and life sciences",.0929788,"51-9012",3.239842,"51-9021",3.158273,"51-3092",3.111833,100
"51-9031",0,0,0,0,0,0,"Cutters and Trimmers, Hand","Production",7070,38800,"No formal education","business",.2313283,"education administration and teaching",.1032581,"fine arts",.0984962,"51-9032",3.535794,"51-9022",3.240632,"51-6031",3.229213,100
"51-9032",.0666667,0,.0666667,6.666667,0,6.666667,"Cutting and Slicing Machine Setters, Operators, and Tenders","Production",47540,45700,"HS diploma or equivalent","business",.2313283,"education administration and teaching",.1032581,"fine arts",.0984962,"51-7042",3.690413,"51-4033",3.625508,"51-6062",3.608691,43
"51-9041",0,0,0,0,0,0,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Production",57310,45130,"HS diploma or equivalent","business",.2455053,"engineering",.2182269,"psychology",.0774954,"51-6091",3.34869,"53-7063",3.330247,"51-9032",3.251492,100
"51-9051",0,.1428571,-.1428571,0,14.28571,-14.28571,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Production",16160,47010,"HS diploma or equivalent","business",.2017196,"communications",.0839947,"fine arts",.0694444,"51-9012",3.144056,"51-4051",3.106698,"51-9041",3.10492,100
"51-9061",.0909091,.0909091,0,4.469697,4.621212,-.151515,"Inspectors, Testers, Sorters, Samplers, and Weighers","Production",591180,47460,"HS diploma or equivalent","business",.196725,"engineering",.1207444,"biology and life sciences",.0922043,"17-3028",3.214322,"49-9041",2.782751,"51-2028",2.757423,36
"51-9071",.0119048,0,.0119048,1.234568,0,1.234568,"Jewelers and Precious Stone and Metal Workers","Production",23420,49140,"HS diploma or equivalent","fine arts",.2402836,"business",.1861705,"social sciences",.0771978,"51-9022",2.514485,"51-9194",2.498421,"51-9123",2.203527,52
"51-9081",0,0,0,0,0,0,"Dental Laboratory Technicians","Production",33920,48310,"HS diploma or equivalent","medical and health sciences and services",.1868176,"biology and life sciences",.1704408,"business",.1220683,"51-9082",3.062921,"29-1024",2.501195,"31-9091",2.362405,100
"51-9082",0,0,0,0,0,0,"Medical Appliance Technicians","Production",11490,47060,"HS diploma or equivalent","medical and health sciences and services",.1868176,"biology and life sciences",.1704408,"business",.1220683,"51-9081",3.062921,"29-2091",2.607605,"49-9062",2.593351,100
"51-9083",0,0,0,0,0,0,"Ophthalmic Laboratory Technicians","Production",18740,38420,"HS diploma or equivalent","medical and health sciences and services",.1868176,"biology and life sciences",.1704408,"business",.1220683,"51-9022",2.96005,"51-4033",2.918073,"51-4194",2.889315,100
"51-9111",0,0,0,0,0,0,"Packaging and Filling Machine Operators and Tenders","Production",383860,40900,"HS diploma or equivalent","business",.2244821,"engineering",.0879537,"education administration and teaching",.085195,"53-7064",3.421083,"53-7063",3.200578,"51-9191",3.169558,100
"51-9123",0,0,0,0,0,0,"Painting, Coating, and Decorating Workers","Production",8470,40860,"No formal education","business",.2193739,"fine arts",.1351282,"engineering",.0960969,"51-9124",3.343973,"51-9194",3.115581,"51-7021",3.10261,100
"51-9141",0,0,0,0,0,0,"Semiconductor Processing Technicians","Production",32150,51180,"HS diploma or equivalent",,,,,,,"51-4193",2.639702,"51-4122",2.616339,"51-6091",2.589838,100
"51-9151",.0277778,.0277778,0,1.290464,1.487314,-.1968504,"Photographic Process Workers and Processing Machine Operators","Production",5550,40100,"HS diploma or equivalent","computer and information sciences",.2247595,"fine arts",.1500687,"business",.1237446,"51-5111",2.949059,"49-9061",2.891448,"51-5112",2.63186,51
"51-9191",0,0,0,0,0,0,"Adhesive Bonding Machine Operators and Tenders","Production",12170,45210,"HS diploma or equivalent","business",.2401216,"psychology",.1702128,"education administration and teaching",.1610942,"51-9196",3.449802,"51-9032",3.417284,"53-7063",3.345443,100
"51-9192",0,0,0,0,0,0,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Production",13890,41460,"HS diploma or equivalent",,,,,,,"51-9012",3.376297,"51-9023",3.077706,"51-6061",3.036822,100
"51-9193",0,0,0,0,0,0,"Cooling and Freezing Equipment Operators and Tenders","Production",6590,40160,"HS diploma or equivalent",,,,,,,"51-9192",2.925841,"51-9012",2.895951,"51-4191",2.807731,100
"51-9194",0,0,0,0,0,0,"Etchers and Engravers","Production",8390,40450,"HS diploma or equivalent","fine arts",.3174603,"business",.1849391,"education administration and teaching",.1203396,"51-9123",3.115581,"51-4062",2.968605,"51-9022",2.911492,100
"51-9195",0,0,0,0,0,0,"Molders, Shapers, and Casters, Except Metal and Plastic","Production",34750,45690,"HS diploma or equivalent","fine arts",.3365792,"business",.1215643,"education administration and teaching",.0746034,"51-9022",2.64122,"51-4071",2.469544,"51-9123",2.462884,100
"51-9196",0,0,0,0,0,0,"Paper Goods Machine Setters, Operators, and Tenders","Production",96950,49390,"HS diploma or equivalent","business",.2010444,"social sciences",.1253264,"public affairs, policy, and social work",.113577,"51-9191",3.449802,"51-9032",3.434641,"51-6062",3.336627,100
"51-9197",0,0,0,0,0,0,"Tire Builders","Production",20970,55580,"HS diploma or equivalent","education administration and teaching",.2624114,"criminal justice and fire protection",.177305,"business",.1578014,"49-3093",3.373959,"51-2051",2.6343,"51-4072",2.542688,100
"51-9198",0,0,0,0,0,0,"Helpers--Production Workers","Production",167490,38220,"HS diploma or equivalent","business",.2571225,"education administration and teaching",.114435,"social sciences",.0810779,"49-9098",3.621611,"47-5081",3.243319,"53-7063",2.882822,100
"51-9199",0,0,0,0,0,0,"Production Workers, All Other","Production",277060,38820,"HS diploma or equivalent","business",.2307633,"engineering",.1006703,"education administration and teaching",.0746377,"",,"",,"",,100
"53-2011",0,0,0,0,0,0,"Airline Pilots, Copilots, and Flight Engineers","Transportation and Material Moving",99300,226600,"Bachelors degree","transportation sciences and technologies",.2790084,"business",.1608143,"engineering",.1518851,"53-2012",3.129995,"53-2022",2.294936,"53-2021",2.281147,100
"53-2012",0,0,0,0,0,0,"Commercial Pilots","Transportation and Material Moving",51830,122670,"Postsecondary nondegree award","transportation sciences and technologies",.2790084,"business",.1608143,"engineering",.1518851,"53-2011",3.129995,"53-2021",2.527416,"53-2022",2.415225,100
"53-2021",0,0,0,0,0,0,"Air Traffic Controllers","Transportation and Material Moving",22400,144580,"Associates degree","transportation sciences and technologies",.3351865,"business",.1882989,"engineering",.0724306,"53-2022",2.6648,"53-2012",2.527416,"53-2011",2.281147,100
"53-2022",0,0,0,0,0,0,"Airfield Operations Specialists","Transportation and Material Moving",16640,56750,"HS diploma or equivalent","transportation sciences and technologies",.3351865,"business",.1882989,"engineering",.0724306,"53-2021",2.6648,"53-1041",2.601448,"53-2012",2.415225,100
"53-2031",.0454545,0,.0454545,4.545455,0,4.545455,"Flight Attendants","Transportation and Material Moving",130110,67130,"HS diploma or equivalent","business",.246744,"education administration and teaching",.0999768,"communications",.0919729,"53-6061",2.379293,"43-4181",2.205837,"53-2022",1.92971,49
"53-3011",0,0,0,0,0,0,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Transportation and Material Moving",12080,34330,"HS diploma or equivalent","business",.2984631,"medical and health sciences and services",.1046108,"biology and life sciences",.0614774,"29-2042",3.265251,"29-2043",2.900951,"29-1214",2.360528,100
"53-3031",.2,.2,0,7.045455,12.95455,-5.909091,"Driver/Sales Workers","Transportation and Material Moving",417420,37130,"HS diploma or equivalent","business",.2610074,"social sciences",.0783414,"engineering",.0768879,"53-3033",2.304107,"43-5071",1.989638,"41-9091",1.885414,22
"53-3032",.0909091,0,.0909091,9.090909,0,9.090909,"Heavy and Tractor-Trailer Truck Drivers","Transportation and Material Moving",2070480,57440,"Postsecondary nondegree award","business",.2610074,"social sciences",.0783414,"engineering",.0768879,"53-7051",2.749366,"53-3033",2.600618,"53-7121",2.326275,36
"53-3033",0,0,0,0,0,0,"Light Truck Drivers","Transportation and Material Moving",994410,44140,"HS diploma or equivalent","business",.2610074,"social sciences",.0783414,"engineering",.0768879,"53-3032",2.600618,"53-3053",2.452789,"53-3031",2.304107,100
"53-4011",0,0,0,0,0,0,"Locomotive Engineers","Transportation and Material Moving",31990,77400,"HS diploma or equivalent","business",.2849188,"engineering",.178809,"social sciences",.1065739,"53-4022",3.125497,"53-4031",2.956993,"53-4013",2.952992,100
"53-4013",.0526316,0,.0526316,5.263158,0,5.263158,"Rail Yard Engineers, Dinkey Operators, and Hostlers","Transportation and Material Moving",3300,58030,"HS diploma or equivalent","business",.2849188,"engineering",.178809,"social sciences",.1065739,"53-4011",2.952992,"53-4022",2.921598,"53-4031",2.466801,46
"53-4031",0,0,0,0,0,0,"Railroad Conductors and Yardmasters","Transportation and Material Moving",42710,74080,"HS diploma or equivalent","business",.2607645,"criminal justice and fire protection",.099864,"social sciences",.0852092,"53-4011",2.956993,"53-4022",2.728453,"53-4013",2.466801,100
"53-4041",.1,.1,0,6.790123,3.209877,3.580246,"Subway and Streetcar Operators","Transportation and Material Moving",9200,84830,"HS diploma or equivalent",,,,,,,"53-4011",2.515229,"53-4031",2.410105,"53-3052",2.372657,34
"53-5011",0,0,0,0,0,0,"Sailors and Marine Oilers","Transportation and Material Moving",31360,49610,"No formal education","engineering",.1871523,"business",.1431462,"transportation sciences and technologies",.1045776,"53-5021",2.769815,"53-5031",2.55327,"53-5022",2.378849,100
"53-5021",0,0,0,0,0,0,"Captains, Mates, and Pilots of Water Vessels","Transportation and Material Moving",35390,85540,"Postsecondary nondegree award","business",.2162562,"transportation sciences and technologies",.1933791,"social sciences",.0822231,"53-5011",2.769815,"53-5022",2.580205,"53-5031",2.189851,100
"53-5022",0,0,0,0,0,0,"Motorboat Operators","Transportation and Material Moving",2380,51880,"Postsecondary nondegree award","business",.2162562,"transportation sciences and technologies",.1933791,"social sciences",.0822231,"53-5021",2.580205,"53-5011",2.378849,"53-5031",2.049056,100
"53-5031",0,0,0,0,0,0,"Ship Engineers","Transportation and Material Moving",8580,101320,"Postsecondary nondegree award",,,,,,,"17-2121",2.761821,"51-8021",2.759586,"49-3051",2.565805,100
"53-6011",0,0,0,0,0,0,"Bridge and Lock Tenders","Transportation and Material Moving",2720,58490,"HS diploma or equivalent",,,,,,,"53-4022",1.883111,"53-5022",1.826129,"53-7041",1.808512,100
"53-6021",.1,.1,0,6.229508,3.770492,2.459017,"Parking Attendants","Transportation and Material Moving",134650,34600,"No formal education","business",.3168596,"computer and information sciences",.0964888,"social sciences",.0764379,"53-3053",2.040623,"33-3041",2.035165,"39-6011",2.015116,34
"53-6031",.1428571,0,.1428571,14.28571,0,14.28571,"Automotive and Watercraft Service Attendants","Transportation and Material Moving",98270,34850,"No formal education","business",.2270896,"social sciences",.095671,"education administration and teaching",.0918483,"49-3023",2.304002,"53-7072",2.220579,"49-9043",2.176362,28
"53-6041",1,1,0,51.78571,48.21429,3.571423,"Traffic Technicians","Transportation and Material Moving",7580,58480,"HS diploma or equivalent",,,,,,,"17-3022",2.288279,"51-8012",1.993583,"53-4031",1.993063,1
"53-6051",0,0,0,0,0,0,"Transportation Inspectors","Transportation and Material Moving",23320,85750,"HS diploma or equivalent","business",.2323458,"engineering",.1163758,"transportation sciences and technologies",.1024757,"53-5031",2.243542,"51-9061",2.242759,"53-4011",2.146709,100
"53-6061",0,0,0,0,0,0,"Passenger Attendants","Transportation and Material Moving",25340,37560,"HS diploma or equivalent","business",.2623739,"education administration and teaching",.1162902,"social sciences",.0800096,"53-2031",2.379293,"39-6011",2.130998,"43-4181",2.044214,100
"53-7011",0,0,0,0,0,0,"Conveyor Operators and Tenders","Transportation and Material Moving",26060,41230,"No formal education","business",.21,"engineering",.152,"social sciences",.0986667,"53-7063",2.885066,"53-7121",2.829956,"53-7051",2.729317,100
"53-7021",0,0,0,0,0,0,"Crane and Tower Operators","Transportation and Material Moving",42000,66370,"HS diploma or equivalent","business",.1721047,"physical fitness, parks, recreation, and leisure",.0971674,"criminal justice and fire protection",.0842596,"53-7041",3.218673,"53-7051",3.110763,"47-5022",2.91142,100
"53-7031",0,0,0,0,0,0,"Dredge Operators","Transportation and Material Moving",1030,48430,"HS diploma or equivalent",,,,,,,"53-7041",2.605384,"47-5022",2.513402,"47-2073",2.508996,100
"53-7041",0,0,0,0,0,0,"Hoist and Winch Operators","Transportation and Material Moving",2480,52310,"No formal education",,,,,,,"49-9096",3.395811,"53-7051",3.353619,"53-7021",3.218673,100
"53-7051",0,0,0,0,0,0,"Industrial Truck and Tractor Operators","Transportation and Material Moving",805770,46390,"No formal education","business",.2801691,"engineering",.0857732,"social sciences",.0823842,"53-7041",3.353619,"53-7021",3.110763,"47-5044",2.994792,100
"53-7061",0,0,0,0,0,0,"Cleaners of Vehicles and Equipment","Transportation and Material Moving",373960,35270,"No formal education","business",.2349876,"engineering",.0936139,"education administration and teaching",.0897635,"51-6011",3.048449,"51-9192",2.942298,"49-9043",2.630919,100
"53-7062",0,0,0,0,0,0,"Laborers and Freight, Stock, and Material Movers, Hand","Transportation and Material Moving",2982530,38940,"No formal education","business",.2418206,"engineering",.0697572,"fine arts",.0695582,"53-7063",2.734679,"53-7064",2.667317,"53-7051",2.649272,100
"53-7063",0,0,0,0,0,0,"Machine Feeders and Offbearers","Transportation and Material Moving",46690,39700,"No formal education","business",.1508179,"education administration and teaching",.14056,"social sciences",.1089548,"51-9032",3.399089,"51-9191",3.345443,"51-9041",3.330247,100
"53-7064",0,0,0,0,0,0,"Packers and Packagers, Hand","Transportation and Material Moving",601440,35580,"No formal education","business",.235921,"education administration and teaching",.0912183,"social sciences",.0817603,"51-9111",3.421083,"53-7063",3.217071,"51-9032",2.839137,100
"53-7071",0,0,0,0,0,0,"Gas Compressor and Gas Pumping Station Operators","Transportation and Material Moving",5110,71510,"HS diploma or equivalent","engineering",.3101045,"business",.1271777,"physical sciences",.0609756,"51-8092",3.14875,"51-8093",3.129431,"51-8021",3.002041,100
"53-7072",0,0,0,0,0,0,"Pump Operators, Except Wellhead Pumpers","Transportation and Material Moving",12600,60020,"HS diploma or equivalent","engineering",.3101045,"business",.1271777,"physical sciences",.0609756,"53-7073",2.955585,"53-7071",2.943776,"51-8093",2.941628,100
"53-7073",0,0,0,0,0,0,"Wellhead Pumpers","Transportation and Material Moving",17350,70010,"HS diploma or equivalent","engineering",.3101045,"business",.1271777,"physical sciences",.0609756,"51-8093",3.093834,"53-7072",2.955585,"51-8092",2.844737,100
"53-7081",0,0,0,0,0,0,"Refuse and Recyclable Material Collectors","Transportation and Material Moving",139180,48350,"No formal education","business",.2575777,"social sciences",.0891115,"psychology",.075322,"53-7062",2.513776,"47-4041",2.294799,"53-3032",2.19523,100
"53-7121",0,0,0,0,0,0,"Tank Car, Truck, and Ship Loaders","Transportation and Material Moving",10920,58070,"No formal education",,,,,,,"53-7051",2.974437,"53-7011",2.829956,"47-5044",2.698077,100
